Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
856831 100;GORRA NIKE GOLF WHT/BLK 856831 100;950.00;NIKE;ACCESORIOS;2;475.00;237.50;5/7/2017;L850.00;
VN0A32QIU44;T.V MARVEL HULK  VN0A32QIU44 # 10.5C;1,590.00;VANS;ZAPATO;2;1,980.00;990.00;17/8/2018;L1,490.00;
LR90010PU BLACK;SANDALIA.KEN SUNDAY FUN-DAY LR90010PU BLACK# 36;650.00;KENNETH COLE;SANDALIAS;2;1,142.50;571.25;14/2/2018;L590.00;
STS17627;Z.SPERRY CONVOY 3-EYE BRW STS17627 # 7;2,990.00;SPERRY TOP SIDER;ZAPATO;2;5,027.00;2,513.50;2/3/2019;L2,790.00;
RSM4-164AM BROW;Z. KENNET COLE MAROON BROW RSM4-164AM # 7.5;1,490.00;KENNETH COLE;ZAPATO;2;1,405.00;702.50;4/12/2018;L1,390.00;
A1OWH;T. ROSLINDALE 2-STRAP BROW A1OWH # 8;1,990.00;TIMBERLAND;SANDALIAS;2;3,383.00;1,691.50;22/2/2019;L1,790.00;
7-35CAC002421G;T.LACOSTE STRAIGHTSET WHITE 7-35CAC002421G # 11C;1,750.00;LACOSTE;ZAPATO;2;1,980.00;990.00;19/3/2018;L1,690.00;
STS83350;SPERRY BRIDGE DRIVER LTR NAVY STS83350 # 6;2,990.00;SPERRY TOP SIDER;ZAPATO;2;5,980.00;2,990.00;24/4/2019;L2,790.00;ESTA BUENO
575075 03;BUSO PUMA  GREY 575075 03 # XS;790.00;PUMA;ROPA;2;1,185.00;592.50;7/6/2018;L750.00;
360248 26;S. PUMA EPIC FLIP ORCHID/WHT 360248 26 # 8;650.00;PUMA;SANDALIAS;2;1,300.00;650.00;16/8/2018;L590.00;
A1LPV B24;C. LS BACK RV FLANNEL PICKET FENC A1LPV B24 L;1,590.00;TIMBERLAND;ROPA;2;2,782.50;1,391.25;26/11/2018;L1,490.00;
STS81877;Z.SPARRY KATYHARINE NAVY/AKUA STS81877 # 5;2,690.00;SPERRY TOP SIDER;ZAPATO;2;2,690.00;1,345.00;22/7/2018;L2,490.00;
FOR-8000-10-BK;G. BOXEO BLK FOR-8000-10-BK # 10 ONZ;890.00;FORTIS;ACCESORIOS;2;1,700.00;850.00;8/12/2018;L850.00;
364892 01;T.PUMA VIKKY PLAT PATENT WHITE 364892 01 # 5.5;890.00;PUMA;ZAPATO;2;1,680.00;840.00;3/7/2017;L0.00;
021516 02;GORRA PUMA SF FANWEAR BLACK 021516 02;590.00;PUMA;ACCESORIOS;2;1,149.00;574.50;9/2/2018;L550.00;
7-37CFA0030TS2;T.LACOSTE LANCELLE PNK 7-37CFA0030TS2 # 5;2,790.00;LACOSTE;ZAPATO;2;5,183.00;2,591.50;2/3/2019;L2,590.00;
A1KPZ 001;CAMISA TIMBERLAND POLO SS TIPD BLK A1KPZ 001 S;1,390.00;TIMBERLAND;ROPA;2;2,599.25;1,299.63;31/5/2018;L1,290.00;
7-36CAM0070092;S.LACOSTE FRAISER NAVY 7-36CAM0070092 # 7;950.00;LACOSTE;SANDALIAS;2;1,804.00;902.00;21/8/2018;L890.00;
366962 01;T.P TURIN II BLACK 366962 01 # 7;1,790.00;PUMA;ZAPATO;2;1,790.00;895.00;16/8/2018;L1,590.00;
916797 101;T.N WNMS RUNNER 2 ENG MESH WTH 916797 101 # 5;1,890.00;NIKE;ZAPATO;2;1,480.00;740.00;1/6/2018;L1,790.00;
AQU-20248J;LENTE AQUATEK BLK AQU-20248J;190.00;AQUATEK;ACCESORIOS;2;190.00;95.00;20/10/2016;L150.00;
709910010;GORRO P/NADAR PLAIN FLAT SPEEDO WHT 709910010;250.00;SPEEDO;ACCESORIOS;2;462.50;231.25;4/3/2019;L190.00;
831971-002;T.N. MERCURIAL VORTEX III BLK/WHT 831971-002 #7;1,790.00;NIKE;ZAPATO;2;3,111.50;1,555.75;28/11/2018;L1,590.00;
AH7826-010;T. NIKE HUARACHE EXTREME AH7826-010 BLK/BLU # 10.5;1,990.00;NIKE;ZAPATO;2;3,585.00;1,792.50;28/11/2018;L1,790.00;
843896-009;T. NIKE SB CHECK SOLAR BLK/BLK 843896-009 # 7;1,990.00;NIKE;ZAPATO;2;3,780.00;1,890.00;25/2/2019;L1,790.00;
GS0284 877;GUANTE PORTERO NIKE ORG/BLK GS0284 877 # 4;590.00;NIKE;ACCESORIOS;2;1,070.00;535.00;8/2/2018;L550.00;
GIFTCARD1000;GIFTCARD VALOR 1000;1,000.00;SIN MARCA;SIN SECCION;2;2,000.00;1,000.00;0/1/1900;L0.00;
343880-403;Z.BENASSI JDI 343880 403 # 6;990.00;NIKE;SANDALIAS;2;1,893.00;946.50;30/10/2018;L950.00;
074273 02;MOCHILA  PUMA FERRARI FANWEAR BLK 074273 02;1,350.00;PUMA;ACCESORIOS;2;1,100.00;550.00;10/12/2016;L1,190.00;
021487 01;GORRA PACE PANEL CAP BLACK 021487 01;490.00;PUMA;ACCESORIOS;2;906.50;453.25;9/2/2018;L450.00;
878068 201;T. NIKE PRESTO PINK 878068 201 #5;2,990.00;NIKE;ZAPATO;2;2,757.00;1,378.50;25/7/2018;L2,790.00;
367320 05;T.P SUEDE BOW PURPLE 367320 05 # 5C;1,390.00;PUMA;ZAPATO;2;1,380.00;690.00;16/8/2018;L1,290.00;
190949 16;T.PUMA DEFY WN´S PURPLE 190949 16 # 5.5;2,590.00;PUMA;ZAPATO;2;4,792.00;2,396.00;30/1/2019;L2,390.00;
BA5334 064;MALETIN NIKE BRSLA  GREY/BLK BA5334 064;1,100.00;NIKE;ACCESORIOS;2;1,890.00;945.00;28/9/2018;L990.00;
FOR-6700-GN;CINTURON DE KARATE GREEN  FOR-6700-GN;250.00;FORTIS;ACCESORIOS;2;380.00;190.00;4/9/2017;L190.00;
943288-602;T. FLEX EXPERIENCE RN 7 PINK 943288-602 # 10.5;1,690.00;NIKE;ZAPATO;2;2,700.00;1,350.00;28/11/2018;L1,590.00;
KC234;PALEN  GRAY/BLACK;590.00;K2C;ROPA;2;1,180.00;590.00;0/1/1900;L0.00;
A1PG2;T. SADLER PASS BLACK A1PG2 # 7.5;3,590.00;TIMBERLAND;ZAPATO;2;5,564.50;2,782.25;22/7/2018;L3,290.00;
365215 07;T.PUMA  SMASH V2 WHITE 365215 07 # 9;1,550.00;PUMA;ZAPATO;2;2,015.00;1,007.50;2/6/2018;L1,390.00;
LR2019PU PURPLE;Z.KEN COLE ELEKTRA PURPLE LR2019PU PURPLE  # 5.5;699.00;KENNETH COLE;ZAPATO;2;1,398.00;699.00;1/9/2017;L0.00;
851865 51;LEGGINS P. ATHLETIC BLK 851865 51 # XS;890.00;PUMA;ROPA;2;835.00;417.50;5/12/2018;L790.00;
561711C;T.CONVERSE CTAS OX LIGHT TWINE561711C # 5;1,790.00;CONVERSE;ZAPATO;2;2,005.00;1,002.50;4/12/2018;L1,690.00;
WH57421;T.KEDS TOURNAMENT MET SUEDE SLVR WH57421 # 5;2,250.00;KEDS;ZAPATO;2;3,262.50;1,631.25;22/12/2017;L1,990.00;
PAC300 101;MUÑEQUERA NIKE WHT/BLK PAC300 101;250.00;NIKE;ACCESORIOS;2;325.00;162.50;1/7/2017;L190.00;
A1E9M 065;GORRA TIMBERLAND COTTON CANVAS GREY A1E9M 065;990.00;TIMBERLAND;ACCESORIOS;2;1,696.50;848.25;25/7/2018;L950.00;
204537-001;SANDALIA CROCS  BLACK 204537-001 # 1;1,190.00;CROCS;SANDALIAS;2;2,180.00;1,090.00;2/3/2019;L990.00;
061879509;TRAJE DE BAÑO SPEEDO ALOV DIG PWBK 061879509 # 40;999.00;SPEEDO;ROPA;2;999.00;499.50;13/7/2015;L924.00;
359803C;T.CONVERSE STR COURT BLCK 359803C # 11C;1,390.00;CONVERSE;ZAPATO;2;2,680.00;1,340.00;4/12/2018;L1,290.00;
8-09689B344;T. DE BAÑO SPEEDO DAMA BLCK/PRP 8-09689B344 # 30;590.00;SPEEDO;ROPA;2;980.00;490.00;4/3/2019;L490.00;
A1CL6 019;CANGURERA TIMBERLAND WAIST PACK BLUE A1CL6 019;750.00;TIMBERLAND;ACCESORIOS;2;1,012.50;506.25;31/5/2018;L650.00;
STS18008;Z.SPERRY CONVOY BROWN STS18008 # 7;2,990.00;SPERRY TOP SIDER;ZAPATO;2;3,040.00;1,520.00;18/8/2018;L2,790.00;
A1LOL-J04;C.T SHIRT SLIM DUCK GRY/WHT # S;1,590.00;TIMBERLAND;ROPA;2;2,146.50;1,073.25;25/7/2018;L1,490.00;
898455 006;T. NIKE AIR PRECISION BLACK/PINK 898455 006 # 8.5;2,490.00;NIKE;ZAPATO;2;2,780.00;1,390.00;25/7/2018;L2,390.00;
343880 001;SANDALIA BENASSI JDI BLACK 343880 001 # 6;990.00;NIKE;SANDALIAS;2;1,593.00;796.50;28/9/2018;L950.00;
FOR-SA114;WRIST SUPPORT  FOR-SA114;190.00;FORTIS;ACCESORIOS;2;190.00;95.00;20/10/2016;L150.00;
306243 01;T.P FUTURE GREEN WH 306243 01 # 7;2,390.00;PUMA;ZAPATO;2;4,580.00;2,290.00;1/11/2018;L2,190.00;
SX4120 101;CALSETA NIKE WHITE SX4120 101 # XS;390.00;NIKE;ACCESORIOS;2;750.00;375.00;6/6/2018;L360.00;
AC2342 058;BOTE NIKE BLACK  AC2342 058;290.00;NIKE;ACCESORIOS;2;580.00;290.00;28/7/2018;L250.00;
BB-2330EY-B;BODY SCULTURE PILATES TRIMMER X BB-2330EY-B;590.00;BODY SCULPTURE;ACCESORIOS;2;1,180.00;590.00;1/10/2018;L550.00;
7-36CAI0014B53;T.LACOSTE LEROND WH PNK 7-36CAI0014B53 # 5;1,690.00;LACOSTE;ZAPATO;2;2,655.00;1,327.50;7/12/2018;L1,490.00;
KC492;Saint lucia Black/ White BONE;490.00;K2C;ROPA;2;740.00;370.00;0/1/1900;L0.00;
931900-010;C. M NSW HBR+ HOODIE FZ FLC 931900-010 # L;1,790.00;NIKE;ROPA;2;3,580.00;1,790.00;24/1/2019;L1,690.00;
SC3227 750;BALON NIKE BRASIL # 1;590.00;NIKE;ACCESORIOS;2;1,140.00;570.00;6/6/2018;L550.00;
7-36SPM0021231;T.LACOSTE GRADUATE BLACK 7-36SPM0021231 # 7;2,790.00;LACOSTE;ZAPATO;2;3,781.00;1,890.50;21/8/2018;L2,590.00;
A1KPM-B23;C.T COT LIN MADRAS SH BLK  A1KPM-B23 # S;1,590.00;TIMBERLAND;ROPA;2;2,146.50;1,073.25;25/7/2018;L1,490.00;
343881 102;SANDALIA BENASSI WHITE 343881 102 # 5;990.00;NIKE;SANDALIAS;2;1,832.00;916.00;28/9/2018;L950.00;
BA5333 010;MALETIN NIKE BRASILIA DUFFEL BLK;1,390.00;NIKE;ACCESORIOS;2;2,700.00;1,350.00;24/1/2019;L1,290.00;
VN0A38H3U3U;VANS AUTHENTIC PINK/TRUE VN0A38H3U3U # 10.5;1,390.00;VANS;ZAPATO;2;1,985.00;992.50;2/2/2019;L1,290.00;
801000;MRJ WAGON TAN BROW 801000 # 6;1,990.00;MR JONES;ZAPATO;2;3,780.00;1,890.00;19/1/2019;L1,790.00;
190544 03;"T.P PROWL ALT  SATIN WN""S 190544 03 # 5.5";1,690.00;PUMA;ZAPATO;2;2,704.00;1,352.00;1/11/2018;L1,590.00;
B27136;T. ADIDAS SUPERSTAR WHITE B27136 # 7.5;2,390.00;ADIDAS;ZAPATO;2;3,346.00;1,673.00;1/3/2017;L0.00;
AR5042-100;C.N. TEE AF1 PACK 2 WHT AR5042-100 # M;850.00;NIKE;ROPA;2;1,640.00;820.00;15/4/2019;L790.00;ESTA BUENO
VN000EE3NVY;T.V AUTHENTIC NAVY VN000EE3NVY # 4;1,650.00;VANS;ZAPATO;2;1,980.00;990.00;16/3/2018;L1,490.00;
VN0A38G1U5Z;VANS OLD SKOOL CHOCOLATE/WHT VN0A38G1U5Z # 7;1,890.00;VANS;ZAPATO;2;3,580.00;1,790.00;2/2/2019;L1,790.00;
A1R1P;Z.T GRAYDON LEATHER BRW A1R1P # 7.5;2,490.00;TIMBERLAND;ZAPATO;2;4,431.50;2,215.75;28/1/2019;L2,290.00;
A1RCV;Z.T MT MAJOR LOW BRW A1RCV # 7.5;3,190.00;TIMBERLAND;ZAPATO;2;5,423.50;2,711.75;27/9/2018;L2,990.00;
A1O9N;T. FLYROAM OXFO GREEN A1O9N # 7.5;3,190.00;TIMBERLAND;ZAPATO;2;6,080.00;3,040.00;22/4/2019;L2,890.00;ESTA BUENO
7-36SPM0021082;T.LACOSTE GRADUATE WH/GRN 7-36SPM0021082 # 7;2,790.00;LACOSTE;ZAPATO;2;2,780.00;1,390.00;21/8/2018;L2,590.00;
FOR-SA118;BACK SUPOPORT BLK FOR-SA118 ;390.00;FORTIS;ACCESORIOS;2;681.50;340.75;1/10/2018;L350.00;
STS81904;T. SPERRY CREST VIBE CANVAS NVY STS81904 # 5.5;1,790.00;SPERRY TOP SIDER;ZAPATO;2;3,035.22;1,517.61;28/1/2019;L1,590.00;
SCK259792;Z SPERRY SC-CRUISE BROWN SCK259792 # 3.5;1,590.00;SPERRY TOP SIDER;ZAPATO;2;1,590.00;795.00;1/12/2018;L1,390.00;
VN000D3HBKA;T.VANS OLD SKOOL BLK VN000D3HBKA  # 4;1,990.00;VANS;ZAPATO;2;2,005.00;1,002.50;17/8/2018;L1,890.00;
AR3511-063;NIKE W NSW LEGASEE LGGNG AR3511-063 # XS;1,190.00;NIKE;ROPA;2;1,942.00;971.00;22/2/2019;L990.00;
AA2160 400;T.N TESSEN NAVY AA2160 400 # 7;2,390.00;NIKE;ZAPATO;2;2,580.00;1,290.00;1/6/2018;L2,190.00;
VN0A3TKWUDE;VANS OLD SKOOL ULTRARANGE BLUE VN0A3TKWUDE # 7;2,690.00;VANS;ZAPATO;2;4,776.50;2,388.25;2/2/2019;L2,490.00;
943092 100;GORRA NIKE SPTCAS WHITE 943092 100 ;690.00;NIKE;ACCESORIOS;2;1,202.00;601.00;29/9/2018;L650.00;
7-37CUC0020UH1;T.LACOSTE RIBERAC WHT/PNK 7-37CUC0020UH1 # 11;1,790.00;LACOSTE;ZAPATO;2;3,580.00;1,790.00;2/3/2019;L1,590.00;
661893C;T.CONVERSE CTAS STREET SLIP0 NAVY 661893C # 11C;1,390.00;CONVERSE;ZAPATO;2;2,615.00;1,307.50;4/12/2018;L1,290.00;
KC220;CAMILA BRA-BLU/FLORAL;690.00;K2C;ROPA;2;802.00;401.00;0/1/1900;L0.00;
AV6887-449;G.N. H86 HYP FM TOPAZ AV6887-449;690.00;NIKE;ACCESORIOS;2;1,275.00;637.50;16/4/2019;L650.00;COBRAR
367322 01;T.P BASKET BOW AC PS WHT WNS 367322 01 # 11C;1,550.00;PUMA;ZAPATO;2;1,580.00;790.00;2/6/2018;L1,390.00;
VN000D5INVY;T.VANS SK8-HI BLU/WHT VN000D5INVY # 6.5;2,190.00;VANS;ZAPATO;2;3,495.00;1,747.50;10/5/2019;L1,990.00;COBRAR
RSM3-110AM TAN;Z KENNET COLE HEAT WAVE TAN RSM3-110AM # 8.5;2,390.00;KENNETH COLE;ZAPATO;2;2,380.00;1,190.00;4/12/2018;L2,190.00;
7-34CAW00341F2;LACOSTE LANCELLE SLIP BLUE 7-34CAW00341F2 # 5;1,990.00;LACOSTE;ZAPATO;2;1,990.00;995.00;30/10/2017;L1,790.00;
7-36SPI0004F50;T.LACOSTE CARNAVY EVO PINK 7-36SPI0004F50 # 5;1,790.00;LACOSTE;ZAPATO;2;2,080.00;1,040.00;10/12/2018;L1,590.00;
190946 02;T.P MEGA NRGY X WHITE 190946 02 # 5.5;2,190.00;PUMA;ZAPATO;2;4,180.00;2,090.00;1/11/2018;L1,990.00;
FOR-8000-12-BL;GUANTEX BOX BLUE 12 LBS FOR-8000-12-BL;890.00;FORTIS;ACCESORIOS;2;1,780.00;890.00;8/12/2018;L790.00;
A1KC4 001;CAMISA TIMBERLAND SS STRTCH POLO BLK A1KC4 001 S;1,190.00;TIMBERLAND;ROPA;2;2,180.00;1,090.00;31/5/2018;L990.00;
72066;T.6 IN PREM 72066 RUST ORG #10;4,590.00;TIMBERLAND;ZAPATO;2;8,090.00;4,045.00;22/7/2018;L4,350.00;
A1MSX-32 037;P. HYBRID CARGO BUNGEE CORD A1MSX-32 037 36;2,190.00;TIMBERLAND;ROPA;2;4,073.00;2,036.50;26/11/2018;L1,990.00;
A1Z3M;T. BROOKLYN L/FSUPEROX MDGRY A1Z3M # 7.5;2,790.00;TIMBERLAND;ZAPATO;2;4,961.50;2,480.75;22/4/2019;L2,590.00;COBRAR
021706 02;GORRA TRUCKER NAVY/RED 021706 02;450.00;PUMA;ACCESORIOS;2;780.00;390.00;16/8/2018;L390.00;
366845 01;T.P SUEDE HART BLCK WH 366845 01 # 11C;1,590.00;PUMA;ZAPATO;2;2,641.50;1,320.75;1/11/2018;L1,490.00;
VN000EE3BKA;T. VANS AUTHENTIC BLACK VN000EE3BKA # 4;1,590.00;VANS;ZAPATO;2;3,318.50;1,659.25;17/8/2018;L1,490.00;
7-31SPM0055047;T. LACOSTE MARICE PINK 7-31SPM0055047 # 7;2,190.00;LACOSTE;ZAPATO;2;1,200.00;600.00;26/10/2016;L1,790.00;
AQU-2012IJ;LENTE AQUATEK BLUE AQU-2012IJ;190.00;AQUATEK;ACCESORIOS;2;190.00;95.00;20/10/2016;L180.00;
11KCE2XZ06;CORREAS K.COLE 11KCE2XZ06 # 30;1,190.00;KENNETH COLE;ACCESORIOS;2;1,980.00;990.00;20/12/2018;L990.00;
AQ8306-300;T.N. FREE METCON 2 CITRON-/EQU AQ8306-300 # 7;3,790.00;NIKE;ZAPATO;2;6,811.50;3,405.75;15/4/2019;L3,590.00;COBRAR
075102 01;MOCHILA  PUMA BACK  BLACK 075102 01 ;1,190.00;PUMA;ACCESORIOS;2;1,547.00;773.50;7/6/2018;L1,100.00;
SP0314 100;N. CHIPINILLERA  WHT/GREEN SP0314 100 # M;850.00;NIKE;ACCESORIOS;2;1,215.00;607.50;10/2/2017;L790.00;
11KCE1X031;FAJA KENNET COLE BROW/BLK 11KCE1X031 # 40;1,590.00;KENNETH COLE;ACCESORIOS;2;1,590.00;795.00;17/3/2017;L1,430.00;
WF59065;T.K. DOUBLE DECKER VELVT MAUVE WF59065 # 5;1,590.00;KEDS;ZAPATO;2;1,691.00;845.50;30/11/2018;L1,390.00;
A1NDI;T. KENDRICK CAP TOE OXF TAN BROW A1NDI # 11;3,290.00;TIMBERLAND;ZAPATO;2;5,450.00;2,725.00;30/10/2018;L2,990.00;
8-11342C712;T. DE BAÑO NIÑO BK/GRN 8-11342C712 # 24;590.00;SPEEDO;ROPA;2;1,080.00;540.00;4/3/2019;L490.00;
921826-403;T. NIKE AIR MAX 97 MID NVY/HBNR 921826-403 # 9.5;4,990.00;NIKE;ZAPATO;2;8,682.00;4,341.00;28/11/2018;L4,690.00;
8087723503;GORRO SPEEDO MONOGRAM ENDURAN BLK/WHT 8087723503;290.00;SPEEDO;ACCESORIOS;2;290.00;145.00;31/10/2016;L250.00;
943305-501;T. NIKE REVOLUTION 4 INDIGO/CRBN 943305-501 # 10.5;1,690.00;NIKE;ZAPATO;2;3,099.00;1,549.50;25/2/2019;L1,590.00;
WH58981;T.K. TRIPLE KICK DARK GRAY WH58981 # 5.5;2,190.00;KEDS;ZAPATO;2;1,380.00;690.00;30/11/2018;L1,990.00;
S75028;T ADIDAS STAN SMIT MID WHT/GREEN S75028 # 7;2,190.00;ADIDAS;ZAPATO;2;1,500.00;750.00;29/6/2016;L0.00;
SX4702 001;NIKE CALCETA PERFORMANCE X3 BLK SX4702 001 M;490.00;NIKE;ACCESORIOS;2;833.00;416.50;8/2/2018;L450.00;
KY34120;T.KEDS CHAMPION CVO BLK/WHT KY34120 KIDS #12.5;990.00;KEDS;ZAPATO;2;990.00;495.00;11/2/2016;L890.00;
8-10841C793;T. DE BAÑO SPEEDO NIÑA BK/PRP 8-10841C793 # 24;690.00;SPEEDO;ROPA;2;1,380.00;690.00;4/3/2019;L590.00;
A1EGV TB9;REVERSIBLE BEANIE DRESS BLUES;790.00;TIMBERLAND;ACCESORIOS;2;1,422.00;711.00;28/1/2019;L750.00;
A1CNN 433;MOCHILA  T MINI ITEMS BAG DARK SAPPHIR A1CNN 433;750.00;TIMBERLAND;ACCESORIOS;2;1,380.00;690.00;28/1/2019;L690.00;
A1JRS;T. EAGLE BAY BLACK A1JRS # 7;3,590.00;TIMBERLAND;ZAPATO;2;6,641.50;3,320.75;22/7/2018;L3,390.00;
PRO-AF3;BALON FUTBOL AMERICANO # 3;250.00;PROFLITE;ACCESORIOS;2;463.00;231.50;4/3/2019;L190.00;
B-083;FAJA  MR JONES BLACK/MARRON B-083 32/40;990.00;MR JONES;ACCESORIOS;2;1,008.00;504.00;20/5/2016;L890.00;
7-37CMA007321G;T.LACOSTE BAYLISS WHT 7-37CMA007321G # 7;2,790.00;LACOSTE;ZAPATO;2;4,764.50;2,382.25;2/3/2019;L2,590.00;
A1N2I;T. KENDRICK CHUKKA BLACK NUBUCK A1N2I # 7.5;3,590.00;TIMBERLAND;ZAPATO;2;6,123.00;3,061.50;30/10/2018;L3,290.00;
A1S4J 433;CAMISA T. SS  MILLERS RIVER NAV A1S4J 433 S;1,190.00;TIMBERLAND;ROPA;2;2,195.00;1,097.50;30/10/2018;L990.00;
021903 01;GORRA FANWEAR BLACK/RED 021903 01;650.00;PUMA;ACCESORIOS;2;1,160.00;580.00;16/8/2018;L590.00;
STS17782;Z.SPERRY BAHAMA BOAT NAVY STS17782 # 7;2,190.00;SPERRY TOP SIDER;ZAPATO;2;3,544.00;1,772.00;18/8/2018;L1,990.00;
A1IGQ;T. SANDALIA WILD DUNES NAVY A1IGQ # 8;990.00;TIMBERLAND;SANDALIAS;2;1,990.00;995.00;22/2/2019;L950.00;
8-10843B352;T. DE BAÑO SPEEDO NIÑA PINK 8-10843B352 # 24;590.00;SPEEDO;ROPA;2;1,091.50;545.75;4/3/2019;L490.00;
8-113177649;L. PARA NADAR SPEEDO UNISEX BLACK 8-113177649;450.00;SPEEDO;ACCESORIOS;2;772.50;386.25;5/3/2019;L390.00;
367316 05;T.P SUEDE BOW JR PURPLE 367316 05 # 4C;1,890.00;PUMA;ZAPATO;2;2,650.00;1,325.00;16/8/2018;L1,690.00;
A19AR;T. SANDALIA WILD DUNES NVY/GREY A19AR # 7;1,250.00;TIMBERLAND;SANDALIAS;2;2,250.00;1,125.00;22/4/2019;L1,150.00;COBRAR
SP2079 055;ESPINILLERAS NIKE BLK/GREN SP2079 055 S;550.00;NIKE;ACCESORIOS;2;1,040.00;520.00;8/2/2018;L490.00;
A1L6O N48;SS BRAND TREE LIN RE STRNG BLU A1L6O N48 # XL;790.00;TIMBERLAND;ROPA;2;1,495.00;747.50;30/10/2018;L690.00;
UM4007PU GREY;Z.K KICKING OFF GREY UM4007PU GREY # 7;990.00;KENNETH COLE;ZAPATO;2;1,205.00;602.50;14/2/2018;L0.00;
FOR-1089-GR-XL;GUANTE DE PESAS HOMBRE FOR-1089-GR-XL;350.00;FORTIS;ACCESORIOS;2;709.00;354.50;1/10/2018;L290.00;
FOR-SZ0102;TRICEPS ROPE FOR-SZ0102;350.00;FORTIS;ACCESORIOS;2;580.00;290.00;4/3/2019;L290.00;
561684C;T.CONVERSE CTAS OX WHITE 561684C # 5;2,190.00;CONVERSE;ZAPATO;2;3,175.50;1,587.75;4/12/2018;L1,990.00;
7-36CAM007017K;S.LACOSTE FRAISIER  RED/WH 7-36CAM007017K # 7;950.00;LACOSTE;SANDALIAS;2;1,636.50;818.25;21/8/2018;L890.00;
7-37CMA0018082;S.LACOSTE CROCO SLIDE WHT 7-37CMA0018082 # 7;990.00;LACOSTE;SANDALIAS;2;1,782.00;891.00;2/3/2019;L950.00;
A1SUS;T. SQUALL CANYON PT OXF JET BLACK A1SUS # 7.5;3,390.00;TIMBERLAND;ZAPATO;2;6,080.00;3,040.00;30/10/2018;L3,190.00;
AC3723 421;BOTE NIKE 32ONZ BLACK AC3723 421;690.00;NIKE;ACCESORIOS;2;1,173.00;586.50;19/2/2018;L650.00;
FW01655-148;T.FILA  DISTRUCTOR II WH FW01655-148 # 7;2,590.00;FILA;ZAPATO;2;4,662.00;2,331.00;28/12/2018;L2,390.00;
709911181;GORRO P/NADAR FLAT SPEEDO SILVER 709911181;250.00;SPEEDO;ACCESORIOS;2;500.00;250.00;4/3/2019;L190.00;
SX4846 101;NIKE CALCETA DRI FIT X3 WHITE SX4846 101 M;590.00;NIKE;ACCESORIOS;2;295.00;147.50;10/2/2017;L550.00;
VN000WWX6BT;VANS AUTHENTIC BLK VN000WWX6BT # 10.5;1,190.00;VANS;ZAPATO;2;1,980.00;990.00;2/2/2019;L990.00;
DB2121-02;PESA 2 LB PURPLE DB2121-02;190.00;BODY;ACCESORIOS;2;380.00;190.00;4/3/2019;L120.00;
931903-063;M NSW HBR+ JGGR GREY 931903-063 # L;1,690.00;NIKE;ROPA;2;3,126.50;1,563.25;24/1/2019;L1,590.00;
878037 677;GORRA NIKE RED CLEVELAND  878037 677;890.00;NIKE;ACCESORIOS;2;1,546.50;773.25;8/2/2018;L790.00;
618919 017;S.N WNS  BENASSI BLK  618919 017 # 5;990.00;NIKE;SANDALIAS;2;1,696.50;848.25;28/9/2018;L950.00;
STS83503;Z.SPERRY  SEASIDE PERF/PLATINUN STS83503 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;2;4,076.50;2,038.25;2/3/2019;L1,990.00;
FOR-1904-PK-M;GUANTES DE LEV DE PESO PINK FOR-1904-PK-M;350.00;FORTIS;ACCESORIOS;2;587.50;293.75;1/10/2018;L290.00;
FOR-1089-GR-L;GUANTE FORTIS PARA PESAS FOR-1089-GR-L;350.00;FORTIS;ACCESORIOS;2;647.50;323.75;4/3/2019;L290.00;
SC3139 100;BALON DE FUTBOL NIKE WHT/GREEN SC3139 100 ;850.00;NIKE;ACCESORIOS;2;1,600.00;800.00;8/2/2018;L750.00;
VN000D3YNVY;VANS OLD SKOOL NAVY VN000D3YNVY # 5;1,190.00;VANS;ZAPATO;2;2,082.50;1,041.25;2/2/2019;L990.00;
KC990;Traje de Baño San Blass;990.00;K2C;ROPA;1;495.00;495.00;0/1/1900;L0.00;
KC137;SANTORINI EST. GREEN/FLORAL;690.00;K2C;ROPA;1;345.00;345.00;0/1/1900;L0.00;
917537 400;T.N WNMS TANJUN NAVY 917537 400 # 5;1,990.00;NIKE;ZAPATO;1;1,194.00;1,194.00;1/6/2018;L1,890.00;
BA5751 001;MALETIN NIKE BLK BA5751 001;990.00;NIKE;ACCESORIOS;1;950.00;950.00;28/9/2018;L950.00;
705260 076;T.N WMNS ZOOM CAGE 2 BLK/VOLT 705260 076 # 5;1,290.00;NIKE;ZAPATO;1;990.00;990.00;10/8/2017;L0.00;
021915 04;GORRA PUMA TEC TRUKER WHITE 021915 04;450.00;PUMA;ACCESORIOS;1;459.00;459.00;10/5/2019;L390.00;ESTA BUENO
021915 03;GORRA PUMA RED/NAVY 021915 03;450.00;PUMA;ACCESORIOS;1;399.00;399.00;30/1/2019;L390.00;
A1VP3;S.T. WILD DUNES THONG MD GRY A1VP3 # 9;1,250.00;TIMBERLAND;SANDALIAS;1;1,073.00;1,073.00;22/4/2019;L1,150.00;COBRAR
818383-016;T.N NIKE TANJUN (GS) GOLD/WHT 818383-016 # 5C;1,390.00;NIKE;ZAPATO;1;1,290.00;1,290.00;30/10/2018;L1,290.00;
